name,packaging,inn,atc,distributor,releasable_by,shortage,releasable
Adrenalin Bradex 1 mg/ml solution injection 5 x 1 ml ampoule,5 x 1 ml ampoule,Adrenaline,C01CA24,'BRADEX S.A.,V,0,1
Adrenalin Bradex 1 mg/ml solution injection 10 x 1 ml ampoule,10 x 1 ml ampoule,Adrenaline,C01CA24,'BRADEX S.A.,V,0,1
Adrenalinum balls (5ch) 25 x 1 ml ampoule,25 x 1 ml ampoule,Adrenaline,C01CA24,'BRADEX S.A.,V,0,1
Adrenalinum balls (6ch) 50 x 1 ml ampoule,50 x 1 ml ampoule,Adrenaline,C01CA24,'BRADEX S.A.,V,0,1
Adrenalinum balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrenalinum bullets (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrenalinum bullets (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrenalinum balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrenalinum balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrestsalf 1 mg/ml concentrate solution for injection 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrovance 70 mg/2800 IU tablet 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Adrovance 70 mg/2800 IU tablet 5 x 1 ml ampoule,5 x 1 ml ampoule,epinephrine (adrenaline),C01CA24,'S.A.L.F. S.p.A. Laboratorio Farmacologico,V,0,1
Adrovance 70 mg/2800 IU tablet 2 x - in bubble packaging,2 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adrovance 70 mg/2800 IU tablet 4 x - in bubble packaging,4 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adrovance 70 mg/5600 IU tablet 6 x - in bubble packaging,6 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adrovance 70 mg/5600 IU tablet 12 x - in bubble packaging,12 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adrovance 70 mg/5600 IU tablet 2 x - in bubble packaging,2 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adtralza 150 mg solution injection in a pre -filled syringe 4 x - in bubble packaging,4 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adtralza 150 mg solution injection in a pre -filled syringe 12 x - in bubble packaging,12 x - in bubble packaging,alendronic acid; cholecalciferol,M05BB03,'N.V. Organon,J,0,1
Adtralza 150 mg solution injection in a pre -filled syringe 2 x 1 ml in a pre -filled syringe,2 x 1 ml in a pre -filled syringe,tralokinumab,D11AH07,'Leo Pharma A/S,Sz,0,1
Advagraf 0.5 mg retard hard capsule 4 x 1 ml in a pre -filled syringe,4 x 1 ml in a pre -filled syringe,tralokinumab,D11AH07,'Leo Pharma A/S,Sz,0,1
Advagraf 0.5 mg retard hard capsule 12 x 1 ml in a pre -filled syringe,12 x 1 ml in a pre -filled syringe,tralokinumab,D11AH07,'Leo Pharma A/S,Sz,0,1
Advagraf 0.5 mg retard hard capsule 30 x -,30 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 0.5 mg retard hard capsule 50 x -,50 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 0.5 mg retard hard capsule 100 x -,100 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 0.5 mg retard hard capsule 100 x - per serving in perforated bubble pack,100 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 30 x - per serving in perforated bubble pack,30 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 50 x - per serving in perforated bubble pack,50 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 30 x -,30 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 50 x - -,50 x - -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 60 x -,60 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 100 x -,100 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 100 x - per serving in perforated bubble pack,100 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 1 mg retard hard capsule 60 x - per serving bubble package per serving,60 x - per serving bubble package per serving,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 50 x - per serving in perforated bubble pack,50 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 30 x - per serving in perforated bubble pack,30 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 30 x -,30 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 50 x -,50 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 100 x -,100 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 3 mg retard hard capsules 100 x - per serving in perforated bubble pack,100 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 50 x - per serving in perforated bubble pack,50 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 30 x - per serving in perforated bubble pack,30 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 30 x -,30 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 50 x -,50 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 100 x -,100 x -,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advagraf 5 mg retard hard capsules 100 x - per serving in perforated bubble pack,100 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advantan 1 mg/g ointment 30 x - per serving in perforated bubble pack,30 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advantan 1 mg/g ointment 50 x - per serving in perforated bubble pack,50 x - per serving in perforated bubble pack,tacrolimus,L04AD02,'Astellas Pharma Europe B.V.,Sz,0,1
Advantan 1 mg/g cream 1 x 15 g in al tube,1 x 15 g in al tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advantan 1 mg/g cream 1 x 30 g in al tube,1 x 30 g in al tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advantan 1 mg/g external emulsion 1 x 15 g in al tube,1 x 15 g in al tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advantan 1 mg/g external emulsion 1 x 30 g in al tube,1 x 30 g in al tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advantan 1 mg/ml external solution 1 x 20 g in tube,1 x 20 g in tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advantan 1 mg/ml external solution 1 x 50 g in tube,1 x 50 g in tube,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advate 250 IU powder and solvent solution for injection In 1 x 20 ml container,In 1 x 20 ml container,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advate 250 IU powder and solvent solution for injection In 1 x 50 ml container,In 1 x 50 ml container,methylprednisolone aceponate,D07AC14,'Leo Pharma A/S,V,0,1
Advate 250 IU powder and solvent solution for injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 250 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 500 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 500 IU powder and solvent solution for injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 1000 IU Dust and Solvent Solution for Injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 1000 IU Dust and Solvent Solution for Injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 1500 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 1500 IU powder and solvent solution for injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 1500 IU powder and solvent solution for injection 1 x - injection glass+solvent campule,1 x - injection glass+solvent campule,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 2000 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 2000 IU powder and solvent solution for injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 3000 IU powder and solvent solution for injection 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advate 3000 IU powder and solvent solution for injection 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advil Cold 200 mg/30 mg coated tablets 1 x - dust glass+solvent glass,1 x - dust glass+solvent glass,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advil Cold 200 mg/30 mg coated tablets 1 x - in a glass of injection,1 x - in a glass of injection,octocog alfa,B02BD02,'Takeda Manufacturing Austria AG,Sz,0,1
Advil Cold Rapid 200 mg/30 mg soft capsule 10 x - in bubble packaging,10 x - in bubble packaging,ibuprofen; pseudoephedrine,M01AE51,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Cold Rapid 200 mg/30 mg soft capsule 20 x - in bubble packaging,20 x - in bubble packaging,ibuprofen; pseudoephedrine,M01AE51,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Cold Rapid 200 mg/30 mg soft capsule 10 x - strip of foil,10 x - strip of foil,ibuprofen; pseudoephedrine hydrochloride,M01AE51,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 20 x - strip of foil,20 x - strip of foil,ibuprofen; pseudoephedrine hydrochloride,M01AE51,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 10 x - in bubble packaging,10 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 20 x - in bubble packaging,20 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 30 x - in bubble packaging,30 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 2 x - in bubble packaging,2 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 8 x - in bubble packaging,8 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 16 x - in bubble packaging,16 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra Forte soft capsule 24 x - in bubble packaging,24 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra soft capsule 8 x - in bubble packaging,8 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Advil Ultra soft capsule 16 x - in bubble packaging,16 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Adynovi 250 IU/2 ml of powder and solvent solution for injection 10 x - in bubble packaging,10 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Adynovi 250 IU/2 ml of powder and solvent solution for injection 20 x - in bubble packaging,20 x - in bubble packaging,ibuprofen,M01AE01,'GlaxoSmithKline-Consumer Magyarország Kft.,VN,0,1
Adynovi 250 IU/5 ml of powder and solvent solution for injection 1 x 250 IU+2 ml dust glass+solvent glass,1 x 250 IU+2 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,1,1
Adynovi 500 IU/2 ml of powder and solvent solution for injection 1 x 250 IU+5 ml dust glass+solvent glass,1 x 250 IU+5 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,1,1
Adynovi 500 IU/5 ml of powder and solvent solution for injection 1 x 500 IN+2 ml dust glass+solvent glass,1 x 500 IN+2 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,0,1
Adynovi 1000 IU/2 ml of powder and solvent solution for injection 1 x 500 IN+5 ml dust glass+solvent glass,1 x 500 IN+5 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,0,1
Adynovi 1000 IU/5 ml of powder and solvent solution for injection 1 x 1000 IU+2 ml dust glass+solvent glass,1 x 1000 IU+2 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,0,1
Adynovi 2000 IU/5 ml of powder and solvent solution for injection 1 x 1000 IU+5 ml dust glass+solvent glass,1 x 1000 IU+5 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,0,1
Adynovi 3000 IU/5 ml of powder and solvent solution for injection 1 x 2000 IN+5 ml dust glass+solvent glass,1 x 2000 IN+5 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,Sz,0,1
Aerinaze 2.5 mg/120 mg modified tablet 1 x 3000 IU+5 ml dust glass+solvent glass,1 x 3000 IU+5 ml dust glass+solvent glass,Rurioctocog Alfa Pegol,B02BD02,'Baxalta Innovations GmbH,null,0,1
Aerinaze 2.5 mg/120 mg modified tablet 2 x -,2 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerinaze 2.5 mg/120 mg modified tablet 4 x -,4 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerinaze 2.5 mg/120 mg modified tablet 7 x -,7 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerinaze 2.5 mg/120 mg modified tablet 10 x -,10 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerius 0.5 mg/ml oral solution 14 x -,14 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerius 0.5 mg/ml oral solution 20 x -,20 x -,desloratadine; pseudoephedrine,R06AX27,'N.V. Organon,V,0,1
Aerius 0.5 mg/ml oral solution 1 x 30 ml,1 x 30 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 50 ml,1 x 50 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 60 ml,1 x 60 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 100 ml,1 x 100 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 120 ml,1 x 120 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 150 ml,1 x 150 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 0.5 mg/ml oral solution 1 x 225 ml,1 x 225 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 2.5 mg dispersed tablets 1 x 300 ml,1 x 300 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 2.5 mg dispersed tablets 1 x 150 ml,1 x 150 ml,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 2.5 mg dispersed tablets 5 x -,5 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 6 x -,6 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 10 x -,10 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 12 x -,12 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 15 x -,15 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 18 x -,18 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 20 x -,20 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 30 x -,30 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 50 x -,50 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 2.5 mg dispersed tablets 60 x -,60 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg film -coated tablets 90 x -,90 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg film -coated tablets 100 x -,100 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg film -coated tablets 1 x -,1 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 2 x -,2 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 3 x -,3 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 5 x -,5 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 7 x -,7 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 10 x -,10 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 14 x -,14 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 15 x -,15 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 20 x -,20 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 21 x -,21 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 30 x -,30 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg film -coated tablets 50 x -,50 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg dispersive tablets 100 x -,100 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg dispersive tablets 90 x -,90 x -,desloratadine,R06AX27,'N.V. Organon,V,1,1
Aerius 5 mg dispersive tablets 5 x -,5 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 6 x -,6 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 10 x -,10 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 12 x -,12 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 15 x -,15 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 18 x -,18 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 20 x -,20 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 30 x -,30 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 50 x -,50 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerius 5 mg dispersive tablets 60 x -,60 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerrane fluid to form an inhalation vapor 90 x -,90 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerrane fluid to form an inhalation vapor 100 x -,100 x -,desloratadine,R06AX27,'N.V. Organon,V,0,1
Aerrane fluid to form an inhalation vapor 1 x 250 ml of glass,1 x 250 ml of glass,isoflurane,N01AB06,'Baxter (Hungary) Kft.,I,0,1
Aerrane fluid to form an inhalation vapor 1 x 100 ml of glass,1 x 100 ml of glass,isoflurane,N01AB06,'Baxter (Hungary) Kft.,I,0,1
Aesculus Hippocastanum (Aesculus) Balls (2ch) 6 x 100 ml of glass,6 x 100 ml of glass,isoflurane,N01AB06,'Baxter (Hungary) Kft.,I,0,1
Aesculus Hippocastanum (Aesculus) Balls (5ch) 6 x 250 ml of glass,6 x 250 ml of glass,isoflurane,N01AB06,'Baxter (Hungary) Kft.,I,0,1
Aesculus Hippocastanum (Aesculus) Balls (6ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aesculus Hippocastanum (Aesculus) Balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aesculus Hippocastanum (Aesculus) Balls (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aesculus Hippocastanum (Aesculus) Balls (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aesculus Hippocastanum (Aesculus) Balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aesculus Hippocastanum (Aesculus) Balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethoxysklerolol injection 5 mg/ml 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethoxysklerolol injection 10 mg/ml 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethoxysklerolol injection 20 mg/ml 5 x 2 ml in OPC ampoule,5 x 2 ml in OPC ampoule,lauromacrogol 400,C05BB02,'Kreussler GmbH,V,0,1
Aethoxysklerol oeso solution injection 5 x 2 ml in OPC ampoule,5 x 2 ml in OPC ampoule,lauromacrogol 400,C05BB02,'Kreussler GmbH,V,0,1
Aethusa Cynapium Balls (2ch) 5 x 2 ml in OPC ampoule,5 x 2 ml in OPC ampoule,lauromacrogol 400,C05BB02,'Kreussler GmbH,V,0,1
Aethusa Cynapium Balls (5ch) 1 x 30 ml in vial,1 x 30 ml in vial,lauromacrogol 400,C05BB02,'Kreussler GmbH,I,0,1
Aethusa Cynapium Balls (6ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethusa Cynapium Balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethusa Cynapium Balls (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethusa Cynapium Balls (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethusa Cynapium Balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aethusa Cynapium Balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Afinitor 2.5 mg tablets 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Afinitor 5 mg tablets 30 x - -,30 x - -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,1,1
Afinitor 5 mg tablets 90 x - -,90 x - -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,1,1
Afinitor 10 mg tablets 30 x -,30 x -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,0,1
Afinitor 10 mg tablets 90 x -,90 x -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,0,1
Aflamine 100 mg film -coated tablets 30 x -,30 x -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,0,1
Aflamine 100 mg film -coated tablets 90 x -,90 x -,Everolimus,L01XE10,'Novartis Europharm Ltd.,Sz,0,1
Aflamine 100 mg film -coated tablets 20 x - in bubble packaging,20 x - in bubble packaging,aceclofenac,M01AB16,'Richter Gedeon Nyrt.,V,0,1
Aflamine cream 30 x - in bubble packaging,30 x - in bubble packaging,aceclofenac,M01AB16,'Richter Gedeon Nyrt.,V,0,1
Aflamine Rapid 100 mg powder for interval suspension 60 x - in bubble packaging,60 x - in bubble packaging,aceclofenac,M01AB16,'Richter Gedeon Nyrt.,V,0,1
Aflamine Rapid 100 mg powder for interval suspension 1 x 60 g in al tube,1 x 60 g in al tube,aceclofenac,M02AA25,'Richter Gedeon Nyrt.,VN,0,1
AFLUNOV SUSCENSION INVENCE 20 x - in sachet,20 x - in sachet,aceclofenac,M01AB16,'Richter Gedeon Nyrt.,V,0,1
Afosfol 3 g granulate for oral solution 1 x - in a pre -filled syringe,1 x - in a pre -filled syringe,vakcina (virális),J07BB02,'Seqirus S.r.l.,V,0,1
Afosfol 3 g granulate for oral solution 10 x - in a pre -filled syringe,10 x - in a pre -filled syringe,vakcina (virális),J07BB02,'Seqirus S.r.l.,V,0,1
Afrin 0.5 mg/ml solution for nasal spray 1 x - in sachet,1 x - in sachet,fosfomycin,J01XX01,"'Labiana Pharmaceuticals, S.L.U.",V,0,1
Afrin 0.5 mg/ml solution for nasal spray 2 x - in sachet,2 x - in sachet,fosfomycin,J01XX01,"'Labiana Pharmaceuticals, S.L.U.",V,0,1
Afrin Comfort menthol 0.5 mg/ml solution for nasal spray 1 x 20 ml in plastic container,1 x 20 ml in plastic container,oxymetazoline,R01AA05,'Bayer Hungária Kft.,VN,0,1
Afrin Comfort Original 0.5 mg/ml Solution Nasal Spray 1 x 20 ml in HDPE tank,1 x 20 ml in HDPE tank,oxymetazoline,R01AA05,'Bayer Hungária Kft.,VN,0,1
Afstyla 250 IU Dust and Solvent Solution for Injection 1 x 15 ml in HDPE tank,1 x 15 ml in HDPE tank,oxymetazoline,R01AA05,'Bayer Hungária Kft.,VN,0,1
